true_label,confidence
0,0.0
0,0.9957861
0,0.99412906
1,0.9758046
0,0.0
0,0.81283534
1,0.0
1,2.3841858e-07
1,0.0
1,0.0021426976
1,0.0
0,0.07129344
1,0.999982
0,0.0
0,0.18465328
0,0.0
1,0.9791701
0,0.0
0,0.99996793
0,1.1622906e-06
0,0.0
0,0.99990565
0,0.0
0,0.8537899
0,2.3841858e-07
0,0.0
0,0.048855513
1,2.3841858e-07
0,0.0
0,0.0
0,0.9611999
1,0.99655926
0,0.99585503
1,0.9536568
1,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.0
1,0.0
1,0.0
0,0.99189997
1,0.9999997
0,0.0
0,0.0
0,0.0
1,0.0
0,0.99233353
0,0.0
1,0.0
0,0.9999616
0,0.9996635
0,0.0
0,0.0
1,0.0
1,0.16679475
0,0.0
1,0.0
0,0.0
0,0.0
1,1.758337e-06
1,0.0
1,0.96321195
0,3.233552e-05
0,0.0
1,0.0
1,0.9905937
1,2.3841858e-07
0,0.0
0,0.0
0,0.0
1,0.99991405
0,0.0
0,0.5573176
0,0.0
1,0.99205685
0,2.1189451e-05
0,0.0009538233
0,0.0
1,0.9983232
1,0.0012925863
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.99934447
1,0.0
0,0.17123601
1,0.010861129
0,0.0
1,0.8004085
0,1.4901161e-07
1,0.0
1,0.0
0,0.0
0,0.0
0,0.7436163
1,0.0
0,0.9930352
0,0.0
0,0.9955872
0,0.0
0,0.0
0,0.9999944
0,0.0
1,0.0
0,0.0
0,0.0
0,0.8370575
0,0.0
1,0.0
1,0.0
0,0.0
0,0.0
0,0.99999946
1,0.0
0,0.0
0,0.0
1,0.99998844
0,0.00028941035
0,0.0
0,0.0
0,0.0
0,0.999993
1,0.0
0,0.29528698
1,0.98781943
0,0.0
1,0.0
1,0.0
0,0.0
0,0.0
0,0.9999777
0,0.9791814
1,0.99932194
0,0.9997954
0,0.0
0,0.0
0,1.7911196e-05
1,0.0
0,0.019512743
1,0.99994695
1,0.025185138
0,0.9985316
0,0.99948
0,0.0
0,0.0
1,3.8444996e-06
1,0.9667043
0,0.024741024
0,0.000119149685
0,0.0
1,0.00044462085
0,0.0029827058
0,0.9999994
0,0.42678943
0,0.024093151
0,0.9999944
0,0.0
0,0.9912847
1,0.8336996
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,0.9999509
0,0.0
1,0.0
0,0.0
0,0.99997306
1,0.0
1,0.99970305
0,3.874302e-06
0,0.0
0,0.0
0,0.0
1,0.0
0,2.5570393e-05
1,0.0009954274
0,0.0
0,0.935233
0,0.0
0,0.99963456
0,0.98543805
0,0.0
0,0.0
0,0.0
1,0.0
1,0.0
0,1.847744e-06
0,0.0
0,0.0
0,0.00042688847
0,0.0
1,0.9995172
1,0.0
0,2.9802322e-08
1,0.12100658
0,0.0
1,0.99999976
0,0.3336598
0,0.9999968
0,0.25585634
0,0.9999994
0,0.0005841553
0,0.0
0,0.99749833
0,0.6165442
0,0.0019000173
0,0.004031658
0,2.95043e-06
1,0.99999774
1,0.0
0,0.0
0,0.0
1,1.1026859e-06
0,0.00019407272
1,0.0
0,0.862215
1,0.00681597
0,0.0
0,0.99999857
1,0.076978415
0,0.99437714
0,0.00020509958
0,0.98246354
1,0.0
0,9.23872e-07
0,0.9567073
1,0.60820675
1,0.0014944077
0,0.0
1,0.0
0,0.99927485
0,0.99999964
1,3.9815903e-05
0,4.261732e-06
1,0.9638369
1,0.01114437
0,0.0
0,0.0
1,0.41087824
1,0.0
0,0.0
1,0.0
0,0.0
1,0.89084876
0,0.99982893
0,0.99945676
0,0.8479848
0,0.0
0,0.0
1,0.0
1,0.7276983
1,0.99501824
1,0.0
1,2.8789043e-05
1,4.053116e-06
1,0.9993818
0,0.0
0,0.0
0,0.06771192
0,0.009166956
1,0.0
0,1.0
1,0.6607769
0,0.0
1,0.12533966
0,0.30047548
0,0.9999933
1,0.9999968
0,0.9999988
1,0.0
1,0.0
0,0.009767085
0,0.0
0,0.05142817
1,0.99948585
1,0.0
1,0.99607855
0,0.0
0,0.99826753
1,0.0
0,0.0
1,0.0
0,0.94897497
0,0.0
0,0.0026753247
1,0.027092457
0,0.0
0,0.32198873
0,0.0
1,0.0
0,0.7492054
0,0.006423354
0,0.99999857
0,0.00047820807
1,0.0
0,0.0
1,0.998711
0,0.0
0,0.010893732
0,0.0057921708
0,0.0
1,0.0
0,0.96568626
0,0.9999994
0,0.8480271
1,0.97973555
0,0.0
0,0.0
1,0.99724007
0,0.9645582
0,0.0
0,0.99953914
1,0.98554397
0,0.99777246
0,0.002272755
0,0.0
0,0.0
0,0.16351041
0,0.84388614
0,0.9995845
1,0.0
0,0.99999964
0,0.0
0,0.001985401
0,0.0003515482
1,0.0
0,0.005255997
0,0.0
1,0.0
0,0.99180627
0,0.99994266
0,0.0
0,0.66666013
1,0.0
1,5.9604645e-08
0,0.9999473
0,0.00087219477
1,0.9990611
0,0.0
0,0.0
0,0.9976617
0,0.0
0,0.0
0,0.0
0,0.99987984
0,0.0
1,0.0
1,0.0
0,0.0
0,0.9106419
0,0.995707
1,0.77788043
0,0.0
1,0.5874413
1,0.9879918
0,0.0
0,0.028268397
1,0.99999905
0,0.99997485
0,0.995958
0,0.0
1,0.0
1,0.9999996
1,0.99958944
1,0.9494309
0,0.0
0,0.00028038025
0,0.0
0,0.0
1,0.0
1,0.00063079596
0,0.9999999
1,0.0
0,1.4901161e-07
1,0.0
1,0.9775151
0,0.0
1,0.0
1,1.3709068e-06
0,4.2706728e-05
0,4.887581e-06
1,0.0011934936
0,0.0
0,0.30166116
0,0.0
0,0.9735493
0,0.21741101
0,0.0
0,0.9968043
0,0.0
0,0.0
1,5.9604645e-08
0,0.0
1,0.0046318173
0,0.0
1,0.0
1,0.9999945
1,0.90601647
0,0.0
0,0.0
1,0.0
0,0.98417723
0,0.0
0,0.9476889
0,0.07369536
1,0.09921938
0,4.440546e-06
0,0.0
0,0.0
0,4.172325e-07
1,0.9775151
0,0.0
1,0.0
1,0.9999968
0,0.9999851
0,0.0004478693
1,0.0108778775
1,0.9999999
1,0.0
0,0.0
0,0.027802378
0,0.0
1,0.0
1,0.99161947
0,0.0
0,0.8425805
1,0.0
1,1.013279e-06
0,0.8243581
1,5.9604645e-08
1,3.2484531e-06
1,0.959159
1,8.016825e-06
0,0.9902159
0,0.0011048615
0,0.9997835
0,0.5464195
0,0.99783766
0,0.99985564
1,0.8338015
0,0.99999845
0,0.0
0,0.999999
0,0.0
0,0.0
0,7.7694654e-05
0,0.0
0,0.0
0,0.99999905
0,0.959298
1,0.9775373
0,0.40239444
1,0.0
0,0.0
1,2.0861626e-07
1,0.0
1,0.0
0,0.0
0,0.0
1,0.961411
1,0.0
0,0.0004618168
0,0.9606422
1,0.0
1,0.6226957
0,0.0
1,0.0
0,0.8098837
0,0.0
0,0.0
0,0.99999225
1,1.0728836e-06
0,0.9970242
0,0.86664724
0,0.9999723
0,0.0
0,0.0
0,0.000119149685
0,0.0
0,0.91747826
0,0.4812073
1,0.0
0,0.0
0,0.9998784
0,0.0
1,0.51996225
1,0.0
0,0.0020008683
0,0.0
0,0.00018662214
1,0.003240198
0,0.004059702
0,2.3841858e-07
0,0.037545085
0,0.0
0,0.5573176
1,0.0
0,0.0
0,0.99997437
0,0.0
1,0.20633754
0,0.0
0,1.3113022e-06
1,0.9999931
0,0.00036936998
1,0.0
0,0.99997336
1,0.9818126
0,0.42698085
1,0.057141036
0,0.879604
0,0.0020557642
0,0.0
0,0.0
0,0.0071560442
1,0.0
0,0.0
0,2.9802322e-07
1,0.99999994
0,0.0
0,0.092051506
0,0.0
0,0.91735053
1,9.834766e-07
1,0.0
1,0.0
1,0.0
0,0.9997572
1,0.0
0,0.0
0,0.6508584
0,0.14936185
1,0.0
0,8.431077e-05
0,0.9999895
0,0.6144402
0,0.0
0,0.0
1,0.999997
0,0.0015444458
1,0.8917123
0,0.0
0,0.0
0,0.010704666
0,0.8839259
1,0.00075158477
0,0.96888244
0,0.9997254
1,0.5228816
0,0.0
0,0.8540391
0,0.999992
0,0.019077718
0,0.99712884
0,0.9300907
0,0.0
0,0.0
0,0.0
1,0.9999978
1,0.0
1,0.0
0,0.00151968
0,0.99934447
1,0.0
0,0.9073751
0,0.78859663
0,0.097614825
0,0.7420745
0,0.9418332
1,0.9998599
1,0.015467733
0,0.0
1,0.0
0,0.00037631392
0,0.0
1,0.00040519238
0,0.0
0,0.0
0,0.008465141
1,0.9958384
0,0.7607938
0,2.4735928e-06
0,0.0
0,0.8279221
0,0.0
1,0.0
0,0.0
1,0.0
0,0.0
0,0.020803928
0,0.0
0,0.9979631
0,0.9998592
1,0.0046318173
1,0.0
0,0.0
0,5.108118e-05
0,0.9948859
0,1.4901161e-07
1,0.99999154
0,0.9973232
0,0.0
0,0.0
0,0.0
1,8.940697e-08
1,0.0
0,0.9771991
1,0.0
0,0.9999587
0,0.0
0,3.2782555e-07
0,0.0
1,0.0
1,3.963709e-06
1,0.9979799
0,0.0
0,0.0
0,1.4901161e-07
0,0.9577365
0,0.0
0,0.0
0,0.93978715
1,0.9999907
0,0.9999821
1,0.0
0,0.9941609
0,0.808643
1,0.0
1,0.0
1,0.0
0,0.0
0,0.9998459
0,0.0
1,5.9604645e-08
0,0.0
1,0.0
0,0.0
0,0.85791445
0,0.00014767051
0,0.0
1,0.0
0,0.9998021
1,0.71873426
0,0.99799633
0,0.0
0,0.9999891
0,7.867813e-06
0,0.0
0,0.99999607
1,0.0
0,0.0
0,0.99713945
1,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,4.374981e-05
1,0.0
1,0.99997896
1,0.037352413
1,1.013279e-06
1,5.9604645e-08
0,0.0
1,0.0
1,0.15959287
0,0.0
0,0.99999857
1,0.9999177
0,0.9997954
1,0.0
0,0.0
0,0.9979739
0,0.0
0,0.0
0,0.24916044
1,8.100271e-05
0,0.9996721
1,4.053116e-06
0,0.0
0,0.9709755
0,0.0
0,0.9722192
0,0.0049594343
0,0.0
0,0.9999988
0,0.0
1,0.0
0,0.48893622
1,0.0
0,0.0
1,0.19836143
1,0.98437566
1,0.0
0,0.0
0,0.9999901
0,0.9985564
1,0.0
1,0.9930768
0,0.0
0,0.0
0,0.7016532
0,0.99125874
0,0.99999976
0,0.013659954
1,0.99982107
1,0.058204502
0,0.0
1,0.0
0,0.0
1,0.0
1,0.0011649132
1,0.0
1,0.0
0,0.9998913
1,1.013279e-06
0,0.9999783
1,0.0
0,0.0
1,0.0
0,0.0
1,0.9972555
1,0.0
0,0.0
0,0.0
0,0.6064652
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
1,1.0
0,0.4911235
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.4590524
0,0.0011443496
0,0.0
0,5.015731e-05
1,0.075696796
0,0.1710616
0,0.99793684
0,0.0
0,0.0
0,0.0
1,0.0
1,0.0
0,0.0
0,0.0
0,0.00055640936
0,0.0
0,0.030019075
0,0.0
0,0.0
0,0.99978673
1,0.99999976
0,7.748604e-07
0,0.032967985
1,0.0
1,8.076429e-06
0,0.9958314
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0
0,0.9996721
0,0.6181555
1,1.9669533e-06
1,0.45461804
1,0.0
1,0.0
0,0.0
0,0.0
0,0.0
0,0.000531137
1,0.0
0,0.0
1,0.0
0,0.0
0,0.5686599
0,0.93515956
0,0.051712066
0,0.0
0,0.02759564
0,0.0
1,0.9875589
0,0.9999465
0,0.5157252
0,0.0
1,0.0
1,0.0
1,0.005161971
0,0.9998093
0,0.0
0,0.0
0,0.9958314
1,0.365784
0,0.9999738
0,0.9999993
1,0.0
0,0.89137554
0,0.0
1,0.0
1,0.0
0,0.7828307
0,0.0
1,0.9325321
0,0.0036523938
0,0.0
1,8.940697e-08
1,0.99776024
1,0.9999957
1,0.0
0,0.0
0,0.9960376
0,0.0
0,0.9418465
0,0.0005257726
0,0.0
0,0.0
0,0.0
0,0.0
0,0.77435017
0,0.0
0,0.0
0,0.0
0,0.14792824
0,0.0
0,0.0
0,0.9988836
1,0.0
1,2.9206276e-06
1,0.0
1,0.00012126565
1,0.0
0,0.0
0,0.67976034
1,0.53567016
1,0.9967723
0,0.0
0,0.9987874
0,0.0
1,0.99999154
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.99669003
0,4.4703484e-07
1,0.9907741
0,0.99793684
0,0.0
1,0.986382
0,0.0
0,0.1242114
1,0.0010184646
0,0.0
0,0.123656005
0,0.0
0,0.0
0,0.0077822506
1,0.0
0,0.0
0,0.9999985
1,0.99999917
0,0.0
0,0.0
0,0.001665622
0,0.98066705
0,0.00014799833
1,0.18704662
0,0.4916579
1,0.0
0,0.0
0,0.0
0,0.9996157
0,0.99494785
0,0.0
1,0.99957097
1,0.0
0,0.997445
0,0.0
0,0.0
0,0.9991602
1,0.0
1,0.0
0,1.0
1,0.0
0,0.9832862
0,0.8232032
0,0.00046664476
1,0.0
0,0.9996575
0,0.0
0,0.0
1,0.00425148
0,0.61691874
0,0.50579107
0,0.9999962
0,0.0
1,0.0
0,0.0
0,0.0
1,0.000107973814
0,0.0
1,0.9989578
1,0.99984324
1,0.0
1,4.7683716e-07
0,0.0
1,0.77788043
0,0.0019711554
0,0.004298568
0,0.98417723
0,0.0
1,0.0041156113
1,0.0
0,0.15804282
1,0.96436524
0,0.0
0,0.030493677
0,0.0
0,0.99991643
0,2.3841858e-07
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,2.3543835e-06
0,0.0
1,1.3977289e-05
0,0.9998592
1,0.0
1,0.0
1,6.854534e-07
1,0.0
0,0.94683707
1,0.0
0,0.0
0,0.0
1,0.0
0,4.2319298e-05
0,0.012486517
1,0.9999909
0,3.0994415e-06
1,0.0
0,0.0
1,0.99789006
0,0.97762454
0,1.0
0,0.0
0,0.0
1,0.9972428
0,0.0
1,1.2278557e-05
0,1.2516975e-06
0,4.7683716e-07
0,0.0
0,0.9999124
1,0.0
0,0.7281791
0,0.9748445
1,0.5228816
0,0.0010241866
0,0.0
1,0.62032914
1,0.9979577
1,2.3841858e-07
0,0.0
0,2.9802322e-08
1,0.97224796
0,0.9999831
0,0.0
0,0.0
0,0.0
0,0.9999981
1,9.23872e-07
1,0.0
0,0.0
1,0.0037286282
0,0.10650921
0,0.97470903
0,0.0
0,5.9604645e-05
0,0.20624715
1,0.00514102
1,0.0
0,0.0
0,0.0
1,0.14315009
1,0.0
0,0.0
0,0.9666994
0,0.0
0,0.0
0,0.9999993
0,0.0
0,0.5341714
0,0.0
0,0.0
0,0.0
0,0.016806662
0,0.33936223
0,0.0
0,0.0
0,0.0
1,0.9983598
1,0.0
0,0.0
1,0.0
1,0.0
0,0.0
0,0.8992912
1,0.0
0,0.0
0,0.00017485023
0,0.0
0,0.0
1,0.024440408
1,0.99999785
1,0.99733776
1,0.9987612
0,0.24652898
0,0.30706948
1,0.0113039315
1,0.0
0,0.33583117
1,0.0
0,0.9660709
1,0.0
1,0.99994755
0,0.99987984
0,0.0
0,0.0
0,0.9995845
0,0.0
1,0.0
0,0.00090304017
0,0.9844216
0,0.006489128
0,0.0035191178
1,0.0
0,0.999964
1,0.9940077
0,0.9584864
1,0.0
0,0.0
1,0.0
1,0.0
0,0.95700324
0,0.0
0,0.0
0,0.0
0,0.10146448
0,0.0
1,0.0
0,0.0
1,0.0
0,0.35692245
1,0.0
0,0.0
0,0.00065383315
0,0.99996597
1,0.0039312243
0,0.99999976
1,0.0
0,0.0
0,0.0
0,0.002712667
0,0.0
1,0.6965642
0,0.06621012
0,0.9938699
0,0.0
0,0.0
0,0.0
0,0.0
1,0.94305205
0,0.0
1,0.0
0,0.00151968
0,0.0
0,0.93670964
0,0.0
0,0.14290988
0,0.99801975
0,0.15818235
0,0.0
0,0.0
0,5.3048134e-06
0,0.0
0,0.0
0,0.99999225
1,0.0
1,0.0
1,0.0
0,0.0
0,0.0
0,0.0012891889
0,0.0
0,0.0
1,0.0
1,0.0
0,0.0
0,0.0
0,0.9970166
1,0.9172654
0,0.9313891
0,0.0
0,0.0
1,0.0
0,0.34906936
0,0.0
0,0.0
0,0.9773501
0,0.0
0,0.0
0,0.99995923
0,0.0
1,0.02313745
1,0.9740666
1,7.897615e-06
0,0.0
0,0.051415145
0,0.85741794
1,0.07187796
0,8.940697e-08
0,0.0
0,0.97548723
1,0.09213486
0,0.0
0,8.940697e-08
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0078213215
1,0.0
1,0.0
0,0.9999935
0,0.99971056
1,0.0
1,0.0
0,0.0
0,5.1766634e-05
0,0.0
1,0.0
0,0.017191827
0,0.7271626
0,0.75382566
0,0.0
1,0.0
0,0.9783728
0,0.043789774
0,0.8688146
0,0.0
0,0.9926343
1,0.0028164089
0,0.4025583
0,0.0
0,0.0
0,0.0
0,0.0
1,0.9999931
0,0.9930352
0,1.0
0,0.99246895
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0
1,0.0
0,0.016806662
0,0.99998415
0,0.99854505
0,0.99999994
0,0.9908657
0,0.0
0,1.31726265e-05
0,0.011211604
1,0.028837174
0,0.99973047
0,0.0
0,0.9999962
0,0.96200556
0,0.0
0,0.9936474
1,0.0
0,0.99998635
0,0.0
0,0.9996962
1,0.023499966
0,0.99125874
0,0.003846079
0,0.997445
1,0.0
1,0.0
0,0.0
0,0.83754516
0,0.0
0,0.9206986
0,0.0052627623
0,0.99991786
0,0.0
1,0.0
0,0.99999744
0,0.1102933
0,0.015218407
0,0.0
0,0.7029794
0,0.017400324
0,0.0
1,0.94303393
0,0.8912538
0,0.0
0,0.0
0,0.0
1,0.0
1,0.99997306
0,0.0
0,0.0
1,0.0
0,0.0
0,0.9159125
0,0.99999976
1,0.0
0,0.0
1,1.0
0,0.0
0,0.9997052
0,0.0
0,0.0
0,0.0
1,0.0
0,0.7453904
1,0.99984723
1,0.0
0,0.0
0,0.015640408
1,0.0
0,0.7471171
1,0.0
0,0.0
1,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.98846203
1,0.0
1,3.7550926e-06
0,0.9981773
1,0.0
1,0.9237925
1,8.940697e-08
0,0.99763685
0,0.99999994
1,0.0
0,0.99983144
0,0.87480855
0,0.004635036
1,0.06846693
0,0.7471171
0,1.1920929e-07
1,0.9996278
0,0.4132388
0,0.09589216
0,0.0
0,1.7464161e-05
0,0.0026006699
0,0.0
0,0.0
1,3.3676624e-06
1,0.99997795
0,0.0
0,0.014770925
0,0.99999446
1,0.99999654
0,0.0009538233
1,0.0
1,0.99928594
0,0.0
0,0.020467311
1,0.0
0,0.0
0,0.999578
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9961542
0,0.0
1,0.0
0,0.0
1,0.0
0,0.0
1,0.9999651
0,0.99891806
0,0.00022673607
0,0.0
0,0.869544
1,0.0
0,0.9999995
0,0.0
1,0.0
1,0.0
1,0.0
0,0.0
1,0.9948331
1,0.9999955
0,0.0008815527
0,0.00028941035
0,0.0
0,0.9980122
1,0.9999999
0,0.13142979
0,0.0069229305
0,0.0
0,0.0
0,0.0
1,4.053116e-06
0,0.99999696
0,0.00015455484
0,0.0
0,0.0
1,3.993511e-06
0,0.9985564
1,0.95593584
0,0.0
0,0.9996052
0,0.0
1,0.0
1,0.0
1,0.0
0,0.026990801
1,0.28718126
0,0.0
0,0.74893624
1,0.9999996
1,1.0
0,0.7743106
1,0.0
0,0.019463986
0,0.9991218
1,2.9802322e-08
0,0.0
1,0.0
0,0.00033646822
1,7.119775e-05
1,0.99998367
0,0.99999714
1,0.0
1,0.90944386
1,0.6465402
1,0.0
1,0.0
1,0.0
1,0.0
0,0.0
1,7.748604e-07
0,0.0
1,0.0
0,0.0
0,0.0019194186
0,0.0
1,2.9802322e-07
1,0.0
0,0.0
0,0.9583762
0,0.99997854
0,0.99978733
0,0.0
0,0.99568284
0,0.99959815
1,0.49622384
0,0.0
0,0.9970897
0,4.887581e-06
0,0.0
1,0.99999714
1,0.0
0,0.0
1,0.9374141
1,0.98113847
0,0.0
1,0.0
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0
1,0.15850559
1,0.0
1,0.0
0,1.2814999e-06
0,0.0
0,2.861023e-06
0,0.0
0,2.0861626e-07
1,0.9160967
0,0.9999113
1,0.7305846
0,0.00087219477
0,0.0
1,0.0
1,0.00035390258
0,0.9998021
1,0.023661137
0,0.0
1,0.0
1,0.05570993
0,0.0
1,0.0
0,0.0
0,0.98846203
1,0.00035634637
0,0.0
0,0.9631901
0,0.012675196
0,0.20638853
0,0.0
0,0.009343356
0,0.0
0,0.0
0,0.034042478
0,0.0
0,0.0
0,0.96888244
1,0.12039277
1,0.9985081
0,8.821487e-06
0,8.6039305e-05
0,0.0
0,0.0
1,0.9996692
0,0.0
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0
1,0.99998844
0,0.0
0,0.0
0,0.99307454
1,0.0
0,0.0
1,0.0
1,0.84322304
1,0.0
1,0.8761867
0,0.9999723
0,0.0
0,0.0
0,0.0
1,0.0
1,0.99548
0,0.0
0,0.0
0,0.9996456
0,0.00043934584
0,0.0
0,0.9999608
0,0.99999046
0,0.0
0,0.56957746
0,0.0
0,0.0
0,0.09777224
0,0.99996984
0,0.13327697
0,0.99963135
1,0.0
1,0.0
0,3.477931e-05
0,0.0
0,1.1026859e-06
0,0.0
1,0.0
0,2.3543835e-06
0,0.02409321
1,0.999974
0,0.0
0,0.0
0,1.0
1,0.0006337166
0,0.6391228
0,0.0
0,0.9459268
1,0.99999785
0,0.9143399
0,0.0
0,0.0
0,0.4170509
0,0.0012747049
0,0.9999938
0,0.17084014
1,2.0861626e-05
0,0.010893732
1,0.0
1,0.0
1,0.07849151
1,0.0
1,0.9810852
0,0.8492681
1,0.0
1,0.9765618
0,0.0
0,0.99999666
0,0.009811401
0,0.9988922
1,0.00028419495
0,0.0
1,0.0
1,0.999982
0,0.0
1,0.0
0,0.99894154
0,0.0
0,0.0
1,0.9999898
0,0.0
0,0.0
0,0.0
1,0.0047838986
0,0.0
1,0.0
0,0.0
1,9.834766e-07
1,0.05077994
0,1.0430813e-05
1,7.1942806e-05
0,0.8279221
0,0.0
0,0.0
0,0.0
1,0.0
0,0.997354
0,0.0
0,0.9942745
0,0.99746
1,0.0
0,0.0
0,0.0
1,0.995875
0,0.0
0,0.47939143
0,0.99996793
0,0.0
0,5.096197e-06
0,0.999987
1,0.9999932
1,0.9999997
0,0.0
1,0.9999951
0,0.944469
1,0.0
1,0.0
0,0.0
0,0.0
0,0.9577365
0,0.0
1,0.99885666
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.0
1,0.9999865
0,0.0
0,0.018624246
1,0.0
0,1.0
0,0.0
0,0.0
0,0.99830556
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.0
0,0.0
1,0.0
0,0.0015590489
0,0.9903214
0,0.9999894
0,0.9996956
0,0.0
1,0.99878395
0,0.9998093
1,0.0
0,0.0
0,0.9999968
0,0.00018662214
0,0.0
0,0.0
0,0.0
1,0.77788043
0,0.9528664
0,0.030623585
1,0.99999726
1,8.171797e-05
0,0.15038958
